handle,*special,2-sat,binary search,bitmasks,brute force,chinese remainder theorem,combinatorics,constructive algorithms,data structures,dfs and similar,divide and conquer,dp,dsu,expression parsing,fft,flows,games,geometry,graph matchings,graphs,greedy,hashing,implementation,interactive,math,matrices,meet-in-the-middle,number theory,probabilities,schedules,shortest paths,sortings,string suffix structures,strings,ternary search,trees,two pointers
madhav.manu_,1,0,4,3,15,0,2,17,5,4,0,9,0,0,0,0,3,3,1,1,48,1,18,0,29,0,0,6,0,0,0,11,0,4,0,1,5
Mridul_Garg,2,0,11,9,45,0,2,31,5,0,0,8,1,0,0,0,5,4,1,1,68,1,75,1,72,0,0,12,1,0,1,21,0,24,1,0,4
shubhampandey3327,0,0,1,3,5,0,1,2,1,0,0,3,0,0,0,0,1,0,0,0,17,0,7,0,14,0,0,3,0,0,0,6,0,4,0,0,1
qimuke,0,0,8,8,15,0,3,9,11,11,1,14,5,0,0,0,2,1,0,12,35,2,10,2,24,0,0,6,0,0,4,10,1,4,0,4,3
MDSify,1,0,26,19,51,0,12,54,24,2,1,34,2,0,0,0,11,7,2,2,113,3,79,4,127,2,0,39,0,1,3,37,0,23,2,2,13
rishabhy13579,0,0,5,7,12,0,2,12,4,0,0,2,2,0,0,0,4,1,0,0,37,0,16,1,22,0,0,6,0,0,0,10,0,7,0,1,4
Nehal21,1,1,89,54,146,0,40,154,79,30,5,116,21,0,0,2,26,20,2,37,321,7,147,9,294,2,0,81,6,3,11,91,0,50,7,30,51
Muhammad_Bitar,8,1,86,65,247,0,27,251,78,25,1,119,12,1,1,1,32,23,5,29,538,8,398,9,476,2,0,116,4,2,9,165,0,118,4,25,62
yi_hang,0,0,16,12,30,0,5,34,14,3,1,19,5,0,0,0,7,1,0,3,87,0,33,0,58,0,0,13,0,0,1,18,1,11,1,3,14
Near_The_Void,0,0,23,18,53,0,6,86,21,8,2,17,5,0,0,0,17,4,0,10,162,1,59,6,109,0,0,22,0,1,0,41,0,15,0,5,19
ChinmayA_G,1,2,93,55,169,1,39,177,92,36,8,123,19,0,1,2,23,24,4,40,355,5,176,10,288,4,0,65,2,2,10,117,0,65,5,26,57
TacticianTech,4,1,127,68,221,1,36,235,119,55,5,158,25,0,0,1,41,28,4,52,519,8,269,6,420,4,0,101,3,1,10,169,1,79,4,29,86
mayank246,5,1,25,20,71,0,15,80,33,16,7,58,7,0,1,0,13,9,1,18,182,1,94,3,159,2,0,41,3,1,1,57,1,30,3,10,17
npraveen.00513,0,1,12,11,20,0,2,31,14,2,2,13,1,0,0,0,7,7,0,2,78,0,30,1,57,0,0,10,0,0,1,28,0,9,0,3,13
KUN_FYA_KUN,0,0,39,25,65,0,16,58,43,31,5,50,9,0,0,0,5,8,2,29,150,2,59,7,104,2,0,38,1,0,9,52,0,21,1,18,23
kidult.li1307,1,0,19,16,67,0,9,74,20,4,0,28,1,0,0,0,13,12,1,4,155,3,66,0,141,2,0,39,2,0,2,50,1,32,0,5,23
_Orpheus_,0,0,2,1,13,0,1,9,4,2,0,3,0,0,0,0,3,2,0,1,29,1,12,0,24,0,0,5,0,0,0,9,0,5,0,2,0
veersomaiya84,0,0,2,1,9,0,0,7,2,0,0,0,0,1,0,0,1,1,0,0,14,1,8,0,13,0,0,4,0,0,0,10,0,2,0,0,2
x2.0,11,1,37,18,53,0,14,58,43,22,4,47,6,1,3,0,8,6,1,16,98,3,57,6,77,1,0,28,0,3,3,29,0,16,2,16,19
Satyasarthi,1,0,34,21,51,0,16,52,34,22,4,71,8,0,0,0,6,8,0,29,106,6,60,5,80,1,0,22,2,1,11,34,2,26,3,12,19
shivamsingh_45,2,0,35,28,89,0,14,86,32,3,1,31,2,1,0,1,8,8,2,4,225,4,169,0,206,1,0,39,0,0,2,81,1,59,0,2,35
Sandeep3101,0,0,2,4,7,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,22,0,11,0,13,0,0,2,0,0,0,4,0,3,0,0,0
Jeank__,2,0,102,43,194,0,22,195,97,24,4,92,15,2,0,1,19,12,4,22,485,5,387,8,388,2,0,61,1,2,6,170,0,125,6,11,63
Igsion,1,0,9,7,25,0,3,21,8,4,1,13,1,0,0,0,0,6,0,3,51,0,31,2,34,1,0,3,2,0,0,10,0,11,0,2,8
shounak0007,1,0,11,16,53,0,8,48,16,2,0,12,2,0,0,0,6,4,0,2,116,1,65,0,121,0,0,25,0,0,1,44,0,27,0,2,16
ti24son_ph,0,0,0,1,3,0,1,5,1,0,0,3,0,0,0,0,1,0,0,0,10,1,4,0,6,0,0,4,0,0,0,1,0,2,0,0,0
The_4leepy,1,0,12,15,26,0,2,43,10,3,0,11,0,0,0,0,6,5,0,2,89,0,36,2,64,0,0,16,1,1,1,26,0,10,0,2,9
mitanshu2019,0,0,30,16,45,0,14,44,19,19,1,31,13,0,0,0,9,5,0,19,113,1,49,2,99,0,0,15,0,1,5,43,0,11,3,9,16
saurabh.kaushik_,0,0,6,2,17,0,0,26,6,1,0,10,3,0,0,0,1,1,0,5,46,1,17,0,28,0,0,6,1,0,2,15,0,10,0,1,3
_WeiYu,0,0,2,5,3,0,0,3,1,0,0,3,1,0,0,0,3,0,0,0,17,0,5,0,12,0,0,2,0,0,0,3,0,3,0,1,1
Shubhansh-03,0,0,14,8,19,0,4,21,14,0,0,13,1,0,0,1,2,3,0,0,56,1,20,0,48,1,0,14,0,0,0,22,0,10,0,0,14
MLDK,0,0,8,9,30,0,3,40,12,1,0,9,1,0,0,0,8,4,0,1,91,2,43,1,70,0,0,15,0,1,0,22,0,12,0,1,9
VSS303360_ahmed_nawaz_,5,0,36,21,110,0,15,95,28,7,1,34,2,1,0,0,10,6,1,6,210,3,225,13,251,0,0,64,4,1,3,66,0,71,4,2,27
Moonnight143,0,0,5,2,13,0,0,7,3,1,0,3,1,0,0,0,2,1,1,1,33,0,32,0,28,0,0,6,0,0,1,13,0,7,0,0,3
__elzwawy,0,0,23,15,38,0,7,49,15,4,1,22,1,0,0,0,7,4,2,5,107,1,39,6,61,1,0,9,0,1,2,22,0,16,1,3,18
palsaksham025,6,2,110,66,194,0,44,173,87,69,8,194,11,0,1,2,26,23,6,51,387,7,202,12,333,4,0,84,6,3,15,109,1,67,3,44,58
Tirth_Bhalani,0,0,31,19,66,0,10,107,26,5,0,24,3,0,0,0,7,6,1,5,167,4,77,1,143,0,0,34,0,0,1,62,0,30,0,2,30
jjjccc1314,0,0,10,4,11,0,1,12,9,7,1,8,3,0,0,0,3,0,0,1,37,0,17,0,29,0,0,5,0,0,1,10,0,3,0,4,2
cheetah_hi_kehte_hai_,0,0,6,6,13,0,0,19,5,0,0,4,1,0,0,0,4,1,0,0,43,0,17,0,33,0,0,6,0,0,0,8,0,7,0,1,8
Daling,0,0,20,17,29,0,9,30,25,8,6,45,6,0,0,0,4,2,1,11,80,1,42,5,61,2,1,21,7,1,6,23,0,14,1,14,13
zhaokx12.,0,0,9,14,27,0,5,34,12,2,0,12,1,0,0,0,6,6,1,2,78,1,29,2,52,0,0,10,0,1,1,18,0,10,0,1,11
Benelakir,2,0,27,22,67,0,8,71,33,8,2,41,4,0,0,1,14,5,0,8,142,4,89,2,108,1,0,30,2,0,2,47,0,29,0,6,19
notayushxp,0,0,8,5,19,0,1,23,5,0,0,5,1,0,0,0,1,1,0,0,55,1,33,0,47,0,0,9,0,0,0,22,0,10,0,0,9
Xeramian,1,0,7,8,20,0,1,20,3,2,0,6,0,0,0,0,1,4,2,0,42,1,20,2,36,2,0,13,1,1,0,13,1,6,1,0,3
Amrmahdy,4,0,35,29,91,0,8,62,24,8,0,36,2,0,0,0,11,20,1,7,174,2,159,5,172,0,0,40,1,0,1,52,0,47,2,5,21
Ayush_705,0,0,23,15,50,0,9,40,23,7,0,21,1,1,0,0,7,4,1,5,118,1,60,0,108,0,0,26,0,0,2,46,0,23,0,6,26
ankuranand_,0,0,24,17,41,0,8,60,20,9,2,39,5,0,0,0,3,9,2,12,119,1,42,5,88,0,0,27,3,1,1,35,0,13,0,4,12
Invincible-ishan007,0,0,11,9,25,0,2,29,12,0,1,11,3,0,0,0,7,5,0,0,79,1,38,0,68,0,0,12,0,0,0,26,0,13,0,3,11
nub_g4rv,3,0,6,9,17,0,3,28,6,0,0,8,1,1,0,0,4,1,0,1,69,1,27,1,41,0,0,6,0,1,0,12,0,12,1,0,7
amanpolai,1,0,1,3,14,0,0,10,1,0,0,3,0,0,0,0,3,1,0,0,23,1,11,0,23,0,0,5,0,0,0,6,0,4,0,0,1
honia,7,2,57,28,95,0,22,88,65,59,6,96,28,1,0,2,12,9,2,64,215,4,165,8,195,2,0,40,2,0,26,72,0,45,1,34,38
AdityaM-IITH,1,0,8,5,35,0,2,23,3,0,0,6,0,0,0,0,4,1,0,1,68,1,44,2,58,0,0,13,0,0,0,18,0,17,0,0,8
yashnema52,1,0,4,2,14,0,0,14,3,0,0,1,0,0,0,0,4,1,0,0,26,1,20,0,31,0,0,6,0,0,0,6,0,9,0,0,2
Siriuslight,10,1,115,26,223,0,35,169,106,69,6,144,26,4,0,1,23,36,2,69,339,10,553,3,302,1,2,73,6,1,13,161,4,124,3,47,63
sumit412005,0,0,8,3,12,0,0,15,3,0,0,8,0,0,0,0,1,2,0,0,40,0,12,0,30,0,0,9,0,0,1,13,0,9,0,0,3
wzzrsmsw,0,0,4,5,10,0,1,5,1,0,0,3,0,0,0,0,2,0,0,0,26,0,12,0,19,0,0,4,0,0,0,8,0,3,2,0,4
Krishna_Srivastav1234,1,0,31,28,83,0,10,107,31,6,2,37,3,0,0,0,17,11,2,9,215,2,105,6,199,0,0,41,3,0,2,67,0,35,3,7,22
FanYu-,0,0,4,6,10,0,1,15,5,0,0,8,2,0,0,0,1,2,0,0,35,0,18,0,22,0,0,5,0,0,0,10,0,7,0,1,5
mikachelya,0,0,1,3,6,0,1,2,1,0,0,2,1,0,0,0,2,1,0,0,11,1,3,0,10,0,0,0,0,0,0,3,0,3,0,0,1
shriganesh83,4,2,73,53,180,0,34,262,78,22,1,102,13,1,0,3,28,18,4,31,481,7,259,1,429,4,0,88,5,2,9,147,1,82,2,18,44
proxychainz,0,0,19,19,42,0,7,43,18,6,1,28,4,0,1,0,9,4,1,5,105,4,39,2,66,0,0,16,0,1,1,31,4,19,0,7,11
_make_ZJSU_great_again,0,0,0,2,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,11,0,3,0,5,0,0,1,0,0,0,3,0,3,0,0,0
push_3872,2,0,59,34,148,0,29,153,75,20,3,66,8,0,0,1,24,17,3,18,357,4,198,2,327,2,0,71,0,1,6,136,1,73,1,18,56
AntonGogol,0,0,0,1,6,0,0,9,3,0,0,4,0,0,0,0,0,1,0,1,24,0,12,0,22,0,0,3,1,0,0,5,0,3,0,0,1
Simon_Riley_141,0,0,1,4,4,0,0,5,0,0,0,1,0,0,0,0,0,1,0,2,13,0,4,1,4,0,0,2,0,0,0,3,0,2,0,0,0
solankideepanshu2006,0,0,6,14,43,0,6,32,6,0,0,9,0,0,0,0,5,4,2,1,77,1,44,0,96,0,0,29,1,0,1,25,0,15,0,0,8
HYYK899,0,0,2,4,10,0,2,3,2,0,1,5,1,0,0,0,0,0,0,0,18,0,6,0,14,0,0,1,0,0,0,4,0,3,0,0,1
NotRequired,4,3,180,80,312,2,48,357,179,71,9,209,28,1,1,7,45,34,6,79,664,19,399,17,576,5,5,135,9,4,22,227,5,129,9,42,100
AlgoKnight99,0,0,4,7,17,0,3,24,7,3,0,9,1,0,0,0,7,4,0,1,60,0,21,1,41,0,0,8,0,0,1,21,0,10,0,2,5
Neelesh1017,2,0,24,13,76,0,6,81,22,3,1,23,2,1,0,0,11,11,3,8,161,2,100,3,134,1,0,24,0,1,1,46,1,34,2,2,19
devkotecha,1,0,32,13,39,0,11,44,19,1,1,17,2,0,0,0,11,4,1,4,110,0,48,4,92,0,0,27,1,0,1,35,0,17,2,3,27
bharatSati,2,0,60,35,148,1,21,136,56,9,1,48,8,0,0,1,19,16,3,9,332,4,213,2,286,0,0,66,1,2,1,116,0,83,2,8,54
td10,2,0,9,5,29,0,4,22,8,0,0,9,0,0,0,0,4,3,0,0,67,0,51,0,54,0,0,11,0,0,1,29,0,23,0,1,15
EuPHoric_BLUNT,0,0,38,29,88,0,15,101,47,13,3,53,2,0,0,0,16,13,1,11,233,2,86,5,194,1,0,49,1,0,4,83,0,33,2,12,43
PrimeKnight,2,0,26,19,61,0,9,85,18,6,1,24,4,0,0,0,13,8,1,10,182,1,74,4,141,0,0,35,1,1,2,44,0,25,0,2,19
praket24,0,0,10,17,27,0,0,24,2,0,0,6,0,0,0,0,10,3,0,1,80,0,26,0,63,0,0,13,0,0,0,21,0,8,0,0,9
mayur_.17,0,0,14,10,35,0,8,45,12,2,0,14,1,0,0,0,5,6,1,1,111,1,49,0,98,0,0,23,0,0,2,38,0,18,0,0,22
MASTER_RAFAT,2,0,41,24,88,0,9,67,35,19,5,71,5,1,0,1,4,7,4,22,143,9,139,4,118,1,0,30,1,1,10,54,3,48,3,10,24
dhisanth,0,0,0,2,5,0,1,16,3,0,0,6,0,0,0,0,1,3,0,0,33,2,12,0,21,0,0,4,0,0,0,5,0,3,0,0,3
Sanidhya_Chouhan,1,0,9,7,21,0,1,24,4,0,1,7,0,0,0,0,6,1,0,2,57,0,26,0,49,0,0,16,0,0,1,10,0,8,0,0,6
pro_geek,0,0,17,17,52,0,5,58,19,3,0,18,3,0,0,0,8,7,0,5,138,1,59,2,108,1,0,23,0,1,0,44,0,19,1,2,15
51154503498,0,0,6,7,19,0,1,24,7,0,0,7,2,0,0,0,6,1,0,0,54,0,21,0,40,0,0,12,0,0,0,15,0,8,0,0,5
ToasterLightning,0,0,4,2,8,0,2,9,3,0,0,8,1,0,0,0,2,0,0,1,25,1,13,0,13,0,0,2,0,0,0,11,0,4,0,0,2
yadavsaransh06,1,0,9,7,25,0,1,28,9,0,0,24,2,0,0,0,4,4,0,2,63,1,32,0,53,0,0,13,0,0,1,16,0,11,0,1,8
nnneronnn,0,0,1,5,8,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,19,0,8,0,14,0,0,3,0,0,0,9,0,4,0,0,1
NKN,2,0,105,44,168,1,38,187,87,41,6,126,22,0,0,1,32,15,3,44,377,6,209,14,308,1,0,68,5,3,10,116,0,63,9,28,55
MonHamed,1,2,34,26,54,0,7,82,29,11,1,35,9,0,0,0,12,10,1,15,166,1,59,9,110,0,0,23,3,1,4,40,0,17,2,10,23
yousef_alaa11,1,0,36,35,68,0,6,68,30,17,3,20,4,1,0,0,4,9,0,15,152,3,78,4,122,0,0,41,2,0,12,46,0,20,0,13,17
LoveLY1314,1,0,18,9,24,0,2,20,11,2,3,17,3,0,0,0,5,2,0,4,67,0,42,4,46,0,0,11,0,1,2,19,0,17,1,4,6
alwin2k,0,0,7,9,30,0,6,43,8,3,0,14,0,0,0,0,7,2,1,4,88,1,47,0,67,0,0,18,0,0,3,31,0,22,0,0,12
pylons,0,2,32,21,67,1,18,99,21,16,2,36,6,0,1,1,13,8,2,14,174,4,74,11,140,0,0,29,5,0,1,49,1,27,0,13,19
_prxkhr_,8,0,61,25,157,2,22,128,63,28,2,85,16,1,0,1,18,18,2,27,299,4,190,1,244,0,2,60,3,4,7,88,0,64,4,13,43
rishabhc_33,0,0,6,3,13,0,1,15,4,0,1,3,0,0,0,0,2,2,0,1,38,1,15,0,32,0,0,4,0,0,0,8,0,6,1,1,1
Prashant_Tak,12,1,66,36,177,0,22,160,61,7,2,59,6,0,0,0,22,20,3,9,374,4,239,7,327,4,0,87,3,1,1,105,0,70,2,7,50
The_Red_Beast,5,0,33,21,96,1,11,108,31,2,0,31,6,1,0,0,18,11,1,2,201,1,149,5,193,0,0,45,3,0,2,59,0,43,1,3,16
vayunjain.221ec164,0,1,60,29,84,0,17,101,49,12,2,47,8,0,0,0,13,14,3,14,221,2,92,9,163,3,0,41,1,1,3,66,0,33,4,8,33
ys_26,1,0,53,32,88,0,18,95,48,11,2,47,2,0,0,2,12,4,1,12,220,3,159,2,179,2,0,39,2,2,2,71,0,50,4,8,37
YashS15,0,0,6,5,22,0,2,18,6,0,0,4,1,0,0,0,3,1,0,2,45,0,20,2,38,1,0,10,0,0,1,14,0,9,0,0,4
nicatshaliyev200922,6,2,63,27,130,0,18,113,65,22,4,82,12,0,0,0,12,5,4,22,246,7,190,5,223,3,0,58,2,2,9,87,2,64,4,6,40
rahul_adithya,0,1,36,13,72,0,7,67,23,7,1,26,3,0,0,0,11,13,1,6,162,2,64,3,129,1,0,32,2,1,0,47,0,20,1,5,28
EnAnsari,5,1,14,4,46,1,3,44,11,4,0,18,1,0,0,0,7,7,1,5,100,0,41,2,82,1,0,16,1,0,1,23,2,19,0,0,8
mrutunjay--,0,1,43,29,89,0,11,98,37,6,0,37,4,0,0,0,15,14,3,7,227,1,95,4,184,1,0,48,2,1,3,77,0,33,0,8,38
anonymouson80,0,0,17,13,36,1,4,55,14,0,0,8,1,0,0,0,8,7,1,1,103,2,36,1,79,0,0,19,1,1,0,25,0,13,0,0,10
UNICORN1,2,0,22,21,88,1,6,81,14,2,0,33,1,1,0,0,18,12,1,5,217,3,177,1,212,1,0,47,1,1,3,66,0,52,1,4,25
Iri,0,0,7,7,25,1,2,19,7,2,0,9,2,0,0,0,6,3,0,2,61,1,25,0,33,0,0,6,0,0,0,20,0,14,0,1,10
aman768,0,0,7,11,30,0,3,23,8,2,2,12,1,0,0,0,6,2,0,4,67,0,30,1,49,0,0,8,0,0,0,20,0,13,0,3,7
bajigarkumar,1,0,62,39,105,1,13,118,47,19,3,68,8,0,0,0,16,16,2,20,265,2,98,6,197,1,0,59,3,1,5,74,2,30,1,16,42
1000dayonCF,0,0,3,4,9,0,0,14,2,0,0,6,0,0,0,0,3,1,0,1,23,0,17,0,13,0,0,4,0,0,0,5,0,6,0,0,1
rohanzzz7,1,0,8,9,46,0,5,39,9,1,0,11,2,0,0,0,6,2,1,1,89,0,88,0,92,0,0,20,1,0,1,27,0,30,0,1,12
TejasKatare,0,0,9,10,27,1,2,42,11,7,1,16,3,0,0,0,4,5,1,7,75,0,28,4,54,1,1,14,1,2,0,19,0,8,1,4,8
pikachu6,0,0,0,1,4,0,0,10,1,0,0,2,0,0,0,0,0,0,0,0,24,0,9,0,16,0,0,3,0,0,0,8,0,6,0,0,2
dung040310,0,0,35,11,48,0,4,30,37,5,1,75,5,0,0,1,9,3,0,8,105,2,76,0,72,0,0,11,0,0,3,36,1,24,1,6,26
key_2,0,0,12,13,39,0,4,51,13,1,0,9,1,0,0,0,7,2,1,0,105,1,50,0,86,0,0,19,0,0,0,31,0,21,0,0,15
asif.mohamed1616,0,0,4,9,26,0,1,18,4,1,0,7,1,0,0,0,3,1,0,3,56,2,41,0,44,0,0,10,0,1,0,18,0,18,1,0,4
XiaoJiang233,0,0,9,4,20,1,1,18,7,1,0,6,0,0,0,0,4,2,0,3,53,0,29,0,36,0,0,9,0,0,0,21,0,3,1,0,9
xlab,1,5,188,119,251,2,103,247,274,138,45,380,53,2,4,9,32,21,10,128,524,31,259,14,460,14,4,148,19,3,44,171,9,88,13,107,121
ShiBi-66,0,0,2,3,11,0,0,3,1,0,0,0,0,0,0,0,3,0,0,1,22,0,12,0,15,0,0,5,0,0,0,12,0,6,0,0,2
roger_goat_div,0,0,61,20,93,1,10,78,47,32,2,79,4,0,0,0,13,3,2,21,208,3,92,0,143,2,0,35,1,2,9,62,1,37,4,27,33
kien22122007lll,1,0,4,9,17,0,1,15,7,4,2,9,2,0,0,0,1,1,0,3,33,0,18,0,28,0,0,3,0,0,1,7,0,8,0,4,4
tejaspant2014,0,0,11,3,34,0,2,16,8,0,0,8,0,1,0,0,0,6,0,0,51,2,65,0,50,0,0,8,0,0,0,25,0,21,0,0,10
ArkhamESHAN,1,1,48,27,98,0,16,101,38,11,2,50,5,0,0,0,18,14,0,9,219,2,157,0,191,1,0,36,0,1,2,68,0,48,4,1,29
Seraphablo,0,0,7,6,4,0,0,13,3,0,0,4,0,0,0,0,3,1,0,1,29,0,13,0,22,0,0,6,0,0,0,6,0,4,0,0,6
cold_ice_007,0,0,2,5,7,0,1,11,3,0,0,1,1,0,0,0,0,0,0,0,22,1,9,1,13,0,0,5,0,1,1,6,0,3,0,1,2
Hem_kaushik,0,0,5,5,21,0,3,27,5,0,0,6,0,0,0,0,4,1,0,0,66,0,25,0,48,0,0,9,0,0,0,19,0,9,0,0,5
I_M_Guha,0,0,3,6,16,0,1,16,3,0,0,4,1,0,0,0,2,2,0,0,43,1,25,2,30,0,0,6,0,1,0,11,0,6,0,0,5
Sookeyy,1,0,80,33,104,0,19,93,53,20,9,59,9,0,0,1,13,16,2,23,205,6,146,23,201,2,0,63,1,1,7,70,2,39,8,13,44
Furan_101,5,1,90,47,160,1,30,174,74,18,3,92,11,0,0,1,24,23,3,23,391,2,222,5,314,3,0,59,2,1,8,116,1,77,5,10,59
Aditya_Khandare,3,1,32,25,68,0,13,75,36,17,4,45,8,0,0,1,10,5,1,15,173,4,80,3,122,1,0,30,1,1,4,57,2,35,0,12,27
Shantanu1058,4,1,99,55,237,0,30,269,97,28,0,133,12,1,0,2,38,16,6,30,538,6,448,5,445,2,0,102,2,2,5,189,1,108,6,9,71
soumyadeep4790,0,0,5,5,20,0,2,32,3,1,0,10,0,0,0,0,12,2,1,2,65,0,49,0,56,0,0,8,0,0,1,21,0,19,1,0,8
C_prince,2,0,6,4,23,1,2,19,7,0,1,9,0,0,0,0,2,5,1,1,52,0,24,0,46,0,0,7,1,0,1,10,1,16,1,0,5
Riterr,2,0,6,4,30,0,2,19,3,0,0,11,1,0,0,0,5,1,0,2,49,0,39,0,55,0,0,10,0,0,0,17,0,20,0,0,6
ambargogia,1,0,6,4,29,1,1,26,9,0,0,10,1,0,0,0,6,5,1,1,65,3,42,0,59,0,0,10,0,0,1,17,0,17,0,1,3
heeeeehawwwww,0,0,4,5,19,0,1,24,6,0,0,4,1,0,0,0,4,1,0,1,49,1,20,0,45,0,0,11,0,0,0,9,0,9,0,0,4
Grey3260,0,0,15,12,21,0,2,23,13,2,0,19,4,0,0,0,3,3,0,3,61,0,26,3,42,1,0,9,0,1,1,18,0,9,2,4,5
Springer06,0,0,0,2,6,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,18,0,7,2,12,0,0,5,1,0,0,7,0,3,0,0,2
michaelyql,0,1,43,21,80,0,24,119,44,26,5,72,13,0,0,0,15,10,3,33,235,4,100,8,169,1,0,41,4,0,3,60,0,53,1,19,33
abhishekjhaji2004,2,0,53,29,85,0,22,85,55,19,5,59,7,0,0,1,11,9,0,16,213,5,89,8,191,1,0,54,0,1,6,87,2,43,2,16,44
Karan0xDEAD,0,0,2,5,20,0,0,23,4,0,0,3,2,0,0,0,3,1,0,0,44,1,16,1,27,0,0,7,0,0,0,11,0,8,0,1,6
Jenil99,2,0,54,14,148,1,17,114,40,8,0,49,2,1,0,0,15,16,3,8,314,5,287,0,308,2,0,54,3,0,3,122,0,82,1,3,37
ayush__danger,0,0,24,17,53,0,8,57,24,3,0,22,4,0,0,1,8,6,0,2,135,2,60,0,125,0,0,32,0,0,1,46,0,22,0,5,28
Programmer_at_Chief,0,1,38,31,94,0,14,88,43,15,1,81,7,1,0,1,14,10,1,14,224,3,176,5,171,0,0,37,2,2,5,92,1,47,3,13,40
palharshit,2,4,219,101,351,1,79,383,218,79,14,243,31,0,1,5,58,38,5,83,782,23,418,12,614,5,2,154,4,4,21,263,2,125,12,49,138
awlgx114514,1,0,10,6,10,0,1,12,11,1,0,15,4,0,0,0,3,0,0,2,40,0,16,0,25,0,0,5,0,0,1,9,0,8,3,2,3
urboihany,1,0,9,2,23,0,0,11,5,0,0,4,0,0,0,0,2,3,0,0,50,0,70,0,48,0,0,7,1,0,0,20,0,20,0,0,5
sn0wst0rm,0,0,16,14,29,0,5,34,12,0,1,15,1,1,0,0,7,1,1,0,71,1,33,0,74,0,0,22,0,1,1,22,0,14,0,0,9
DB0917,0,0,38,24,71,0,14,77,37,11,3,42,6,0,0,1,16,4,0,8,164,5,96,3,124,0,1,27,1,2,0,41,0,29,2,10,28
ayush852,0,0,49,34,91,0,18,84,38,6,1,45,2,0,0,1,11,17,0,2,230,2,118,3,208,1,0,53,1,0,1,84,0,43,1,4,44
Hackker_69,0,0,12,8,16,0,6,23,18,29,3,26,10,0,0,0,2,1,0,24,47,0,20,4,24,0,0,8,0,2,8,12,0,6,1,22,9
HondaCivic,0,0,2,4,3,0,0,7,0,0,0,1,0,0,0,0,1,1,0,1,14,0,5,1,8,0,0,2,0,1,0,4,0,4,1,0,0
priincce,1,0,11,7,56,0,5,42,12,8,3,11,5,1,0,0,7,4,1,9,75,1,78,0,76,0,0,17,0,0,4,31,0,29,2,6,10
iyu0,0,1,24,17,44,0,3,62,21,5,1,22,5,0,0,0,8,6,0,8,126,1,49,3,94,1,0,23,1,1,1,33,0,14,1,7,14
fouadhawary,15,0,108,50,228,1,36,244,104,34,8,124,15,1,0,1,39,16,3,30,522,8,369,19,442,2,0,99,3,3,11,163,1,120,7,17,57
shrey767,0,0,7,14,27,1,5,39,6,2,0,14,2,0,0,0,5,8,0,3,87,1,32,4,105,0,0,18,0,0,0,21,0,8,0,1,5
the_heir_of_ironthrone,0,0,1,3,6,0,0,9,0,0,0,3,0,0,0,0,2,0,0,0,21,0,10,0,16,0,0,5,0,0,0,6,0,6,0,0,1
Sanjay383,3,0,17,7,60,0,4,38,18,1,3,26,1,1,0,0,1,2,0,1,95,1,102,0,101,0,0,17,0,0,1,42,0,34,0,0,15
Gowtham999,0,0,7,5,18,0,1,18,9,0,0,5,0,0,0,0,4,1,0,1,56,0,15,0,43,0,0,11,0,0,0,18,0,8,1,1,5
XRJprogram,0,0,3,4,9,0,0,8,1,0,0,3,1,0,0,0,3,0,0,0,29,0,13,0,24,0,0,6,0,0,0,12,0,9,1,0,3
mlgbz,1,2,15,15,36,1,6,51,15,2,1,15,3,0,0,0,10,5,0,7,110,1,40,6,80,0,0,20,0,0,1,24,2,16,0,2,10
Abhshekyadav95065,0,0,24,9,60,0,6,53,16,8,0,20,7,1,0,0,8,1,3,11,139,2,58,0,110,0,0,29,0,0,1,36,0,22,1,2,20
ayushchauhan975820,1,0,33,23,45,0,5,57,23,9,1,24,9,0,0,0,9,5,1,12,118,3,44,3,75,1,0,25,0,1,1,37,0,14,0,4,21
jasonzeng20090512,0,0,2,2,3,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,13,0,4,0,8,0,0,0,0,0,0,4,0,2,2,0,0
NeonAnkit,0,1,22,14,38,0,5,38,20,4,0,26,2,0,0,1,10,6,1,7,115,1,46,0,88,0,0,14,0,0,0,39,0,18,0,4,21
shahdad87,12,0,7,2,23,1,6,32,5,2,0,11,0,0,1,0,4,4,1,2,66,1,36,3,60,0,0,11,0,0,0,16,1,16,0,1,6
riteshrekumar,4,0,15,11,32,0,6,37,11,3,0,14,3,0,0,0,2,3,1,6,86,0,25,2,69,0,0,19,3,0,1,28,1,23,0,4,10
linkyless,3,0,51,29,106,0,16,119,47,11,2,53,8,0,0,0,17,14,0,10,240,5,178,5,222,0,0,47,1,0,3,78,0,54,3,7,24
ikeha,0,0,66,48,246,0,32,270,65,19,4,100,8,0,0,2,35,36,3,19,521,3,386,4,468,1,0,93,0,0,3,160,1,122,3,10,48
3bdulrahman.,7,2,111,64,225,1,39,230,129,62,7,175,25,2,0,1,36,35,4,52,461,15,356,8,413,7,3,94,14,3,9,154,4,97,6,36,56
Tanishq__,22,0,79,48,177,1,26,160,69,11,5,76,10,3,0,1,29,14,0,18,355,7,263,18,352,3,0,96,5,2,2,106,2,90,4,9,48
